what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1267721774538
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1267721774807
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267721797429
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267721941833
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267721943949
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267722062592
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267722070582
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267722425809
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267722443718
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267722495582
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1267722635007
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267722640464
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267722640544
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.add.javadoc.comment",1267722640547
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1267722658501
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267722679165
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267722795064
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267722865096
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267722865204
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.add.javadoc.comment",1267722865210
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267722893198
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267723143046
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267723147847
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267723188656
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267723205302
